segid,segstart,segend,verbatim,intended
44m_132,429.27,440.66,um and there was my teacher who would keep me uh standing up in class until i could pronounce the words correctly or s say something correctly,and there was my teacher who would keep me standing up in class until i could pronounce the words correctly or say something correctly
44m_133,441.12,444.38,and i know before that in first grade i was going to speech therapy,and i know before that in first grade i was going to speech therapy
44m_134,444.74,447.87,and i don't know what it was um as for my records i haven't been able to get 'em,and i don't know what it was as for my records i haven't been able to get 'em
44m_135,448.49,452.29,but the big day of success was when i could say mellow,but the big day of success was when i could say mellow
44m_136,453.93,456.28,not sure what i was i was mispronouncing,not sure what i was mispronouncing
44m_137,456.28,457.5,but um she would keep me,but she would keep me
44m_138,457.6,458.81,this this teacher in first grade,this teacher in first grade
44m_139,459.06,459.44,second grade,second grade
44m_140,461.93,462.59,i think first grade,i think first grade
44m_141,462.61,464.25,um I've I've heard this recent from my mother so,I've heard this recent from my mother
44m_142,464.84,467.07,um but it's like the teacher would keep me standing until i was in tears,but like the teacher would keep me standing until i was in tears
44m_143,467.58,473.28,and that would with that i started stuttering afterwards um because i would just be forced say,and with that i started stuttering afterwards because i would just be forced say
44m_144,473.81,478.1,and um i'm assuming it was i don't know,and i'm assuming it was i don't know
44m_145,479.17,481.01,i just know that my mother doesn't swear,i just know that my mother doesn't swear
44m_146,481.04,483.18,and this is the one person i've ever heard her call a bitch,and this is the one person i've ever heard her call a bitch
44m_147,483.27,487.93,so i think with stuttering on the high level there's a ge ge genetic component,so i think with stuttering on the high level there's a genetic component
44m_148,488.97,494.46,right there's a g um a genetic component where people have the propensity for it,right there's a genetic component where people have the propensity for it
44m_149,495.1,501.06,but i think there could be also brain injuries and also um emotional inlays,but i think there could be also brain injuries and also emotional inlays
44m_150,502.95,503.86,,
44m_152,505.18,506.31,question three,question three
44m_153,507.25,508.44,oh actually question two,oh actually question two
44m_154,508.58,512.11,one thing i just go back to that i find fascinating i wish there's more stuff,one thing i just go back to that i find fascinating i wish there's more stuff
44m_155,512.44,513.3,um i'm a cat person,i'm a cat person
44m_156,513.34,514.56,i have cats i have a cat there,i have a cat there
44m_157,514.95,516.54,keeps me happy um,keeps me happy
44m_158,517.76,523.11,when i'm at home i don't think i have any stuttering when i'm dealing with cats,when i'm at home i don't think i have any stuttering when i'm dealing with cats
44m_159,523.13,526.77,um same thing with um young children singing,same thing with young children singing
44m_160,527.03,527.91,i don't sing very well,i don't sing very well
44m_161,527.91,529.74,so that i won't say that one,so i won't say that one
44m_162,530.15,531.65,i can't carry a tune in a bucket,i can't carry a tune in a bucket
44m_163,532.32,535.01,but i'm very curious why with small children,but i'm very curious why with small children
44m_164,535.99,538.33,usually like three to five i'm really good with,usually like three to five i'm really good with
44m_165,538.33,540.34,small ones small ones i'm really great,small ones i'm really great
44m_166,540.92,542.15,they scare scare the hell out of me,they scare the hell out of me
44m_167,542.51,543.53,i'm afraid they're gonna like,like
44m_168,544.32,548.59,i have no idea how to hold them um but small children and animals,i have no idea how to hold them but small children and animals
44m_169,550.58,552.11,or if i have a different tone,or if i have a different tone
44m_170,552.11,554.33,so i don't know that one so,so i don't know that one so
44m_171,554.33,559.8,i'm not sure what prevents stuttering from occurring de causes if there's a cause,i'm not sure what prevents stuttering from occurring if there's a cause
44m_172,560.51,561.94,um so yeah so okay,so yeah so okay
44m_173,562.6,563.61,i think that's it for question two,i think that's it for question two
44m_174,564.38,565.41,um question three,question three
44m_175,566.16,572.46,if you have received treatment for your stuttering tell me about your therapy experiences and the outcomes of the therapies,if you have received treatment for your stuttering tell me about your therapy experiences and the outcomes of the therapies
44m_176,573.36,580.02,okay so i said before i was in speech therapy in first grade,okay so i said before i was in speech therapy in first grade
44m_177,580.02,582.19,so i guess i started stuttering in second grade,so i guess i started stuttering in second grade
44m_178,582.84,583.89,and that was mellow yellow,and that was mellow yellow
44m_180,585.23,588.69,okay early on for something pronunciation don't know don't know what it is,okay early on for something pronunciation don't know what it is
44m_181,589.13,593.8,um and fourth through seventh grade i was in speech therapy uh,and fourth through seventh grade i was in speech therapy
44m_182,593.82,596.26,through elementary school and first year of junior high,through elementary school and first year of junior high
44m_183,596.9,601.77,and i remember we played um simon's says,and i remember we played simon's says
44m_184,601.9,602.96,and that's about,
44m_185,603.04,605.16,and i remember getting into a debate with a teacher,and i remember getting into a debate with a teacher
44m_186,605.57,607.01,i guess the ther therapist um,i guess the therapist
44m_187,607.18,612.28,about how pneumonia was started with it was spelled with an n and not a p and I'm like i didn't know p was a word,about how pneumonia was started with it was spelled with an n and not a p and I'm like i didn't know p was a word
44m_188,612.75,615.64,so that's kinda like oh wow most language is harder,so that's kinda like oh wow most language is harder
